time,open,high,low,close,h-l,h-pc,l-pc,tr,atr,label
2020-01-06 08:00:00,1.1161699999999999,1.11937,1.11565,1.11935,0.0037199999999999456,0.003190000000000026,0.0005299999999999194,0.0037199999999999456,0.002244999999999989,0.0
2020-01-06 12:00:00,1.11934,1.12058,1.11901,1.11978,0.0015699999999998493,0.0012299999999998423,0.00034000000000000696,0.0015699999999998493,0.0021878571428571225,0.0
2020-01-06 16:00:00,1.11979,1.12005,1.11812,1.11953,0.0019299999999999873,0.00026999999999999247,0.0016599999999999948,0.0019299999999999873,0.0022342857142856965,0.0
2020-01-06 20:00:00,1.11953,1.1199,1.11882,1.11955,0.0010799999999999699,0.00036999999999998145,0.0007099999999999884,0.0010799999999999699,0.0021614285714285524,-1.0
2020-01-07 00:00:00,1.11948,1.11978,1.11894,1.11938,0.0008399999999999519,0.00022999999999995246,0.0006099999999999994,0.0008399999999999519,0.0019378571428571181,-1.0
2020-01-07 04:00:00,1.11937,1.11947,1.11832,1.11834,0.0011499999999999844,8.999999999992347e-05,0.001060000000000061,0.0011499999999999844,0.0019514285714285564,-1.0
2020-01-07 08:00:00,1.11835,1.119,1.11727,1.11845,0.0017300000000000093,0.000660000000000105,0.0010699999999999044,0.0017300000000000093,0.002004999999999987,-1.0
2020-01-07 12:00:00,1.11846,1.11862,1.11547,1.11559,0.003149999999999986,0.00017000000000000348,0.0029799999999999827,0.003149999999999986,0.002134999999999982,0.0
2020-01-07 16:00:00,1.11561,1.11618,1.11327,1.11417,0.002909999999999968,0.0005899999999998684,0.0023200000000000998,0.002909999999999968,0.002111428571428558,0.0
2020-01-07 20:00:00,1.11416,1.1153,1.11406,1.11518,0.0012399999999999078,0.0011299999999998533,0.0001100000000000545,0.0012399999999999078,0.0020299999999999763,-1.0
2020-01-08 00:00:00,1.11514,1.11675,1.11437,1.11548,0.0023799999999998267,0.0015699999999998493,0.0008099999999999774,0.0023799999999998267,0.0018792857142856706,-1.0
2020-01-08 04:00:00,1.11551,1.11606,1.11443,1.11484,0.0016300000000000203,0.0005800000000000249,0.0010499999999999954,0.0016300000000000203,0.001840714285714243,-1.0
2020-01-08 08:00:00,1.11483,1.11541,1.11243,1.11376,0.0029799999999999827,0.0005699999999999594,0.0024100000000000232,0.0029799999999999827,0.0019549999999999607,-1.0
2020-01-08 12:00:00,1.11377,1.11378,1.11096,1.11188,0.0028200000000000447,1.999999999990898e-05,0.0028000000000001357,0.0028200000000000447,0.0020807142857142452,0.0
2020-01-08 16:00:00,1.1118999999999999,1.11297,1.11076,1.11168,0.0022100000000000453,0.0010900000000000354,0.0011200000000000099,0.0022100000000000453,0.0019728571428571096,0.0
2020-01-08 20:00:00,1.11167,1.11167,1.10998,1.11039,0.0016899999999999693,1.0000000000065512e-05,0.0017000000000000348,0.0017000000000000348,0.0019821428571428373,0.0
2020-01-09 00:00:00,1.11029,1.11181,1.11014,1.11161,0.0016700000000000603,0.0014199999999999768,0.0002500000000000835,0.0016700000000000603,0.001963571428571414,0.0
2020-01-09 04:00:00,1.1116,1.11176,1.11113,1.11171,0.0006300000000001305,0.0001500000000000945,0.00048000000000003595,0.0006300000000001305,0.001931428571428568,0.0
2020-01-09 08:00:00,1.11169,1.11192,1.10971,1.1098,0.0022100000000000453,0.00021000000000004349,0.0020000000000000018,0.0022100000000000453,0.0020292857142857174,0.0
2020-01-09 12:00:00,1.1098,1.1116,1.10954,1.11136,0.0020599999999999508,0.0018000000000000238,0.00025999999999992696,0.0020599999999999508,0.002094285714285715,0.0
2020-01-09 16:00:00,1.11135,1.11135,1.10911,1.11033,0.0022400000000000198,9.999999999843467e-06,0.0022499999999998632,0.0022499999999998632,0.002131428571428562,0.0
2020-01-09 20:00:00,1.11033,1.11087,1.11021,1.11043,0.000660000000000105,0.0005399999999999849,0.00012000000000012001,0.000660000000000105,0.0019535714285714273,0.0
2020-01-10 00:00:00,1.11042,1.11083,1.11003,1.1103,0.0007999999999999119,0.00039999999999995595,0.00039999999999995595,0.0007999999999999119,0.0018028571428571377,0.0
2020-01-10 04:00:00,1.11031,1.11098,1.1102400000000001,1.11078,0.0007399999999999629,0.0006800000000000139,5.999999999994898e-05,0.0007399999999999629,0.001767142857142856,0.0
2020-01-10 08:00:00,1.11079,1.11099,1.10897,1.1095,0.0020199999999999108,0.00020999999999982144,0.0018100000000000893,0.0020199999999999108,0.0017414285714285763,1.0
2020-01-10 12:00:00,1.10951,1.11119,1.10837,1.10954,0.0028199999999998226,0.0016899999999999693,0.0011299999999998533,0.0028199999999998226,0.0018264285714285622,1.0
2020-01-10 16:00:00,1.10953,1.11279,1.10847,1.11212,0.0043199999999998795,0.003249999999999975,0.0010699999999999044,0.0043199999999998795,0.0019221428571428406,0.0
2020-01-10 20:00:00,1.11211,1.1122,1.1114,1.11149,0.0008000000000001339,8.000000000008001e-05,0.0007200000000000539,0.0008000000000001339,0.0017778571428571327,0.0
2020-01-13 00:00:00,1.1113,1.11202,1.11104,1.11201,0.0009799999999999809,0.0005299999999999194,0.00045000000000006146,0.0009799999999999809,0.0016899999999999851,1.0
2020-01-13 04:00:00,1.112,1.11308,1.11188,1.11286,0.0012000000000000899,0.0010700000000001264,0.00012999999999996348,0.0012000000000000899,0.0016542857142857034,0.0
2020-01-13 08:00:00,1.11285,1.1135,1.11135,1.11139,0.0021499999999998742,0.0006399999999999739,0.0015099999999999003,0.0021499999999998742,0.0016885714285714043,1.0
2020-01-13 12:00:00,1.1114,1.11271,1.11113,1.11175,0.0015800000000001369,0.0013199999999999878,0.000260000000000149,0.0015800000000001369,0.0017564285714285477,1.0
2020-01-13 16:00:00,1.11174,1.11459,1.11163,1.11389,0.0029600000000000737,0.0028399999999999537,0.00012000000000012001,0.0029600000000000737,0.0018099999999999783,0.0
2020-01-13 20:00:00,1.11392,1.1144,1.1132,1.11328,0.0012000000000000899,0.0005100000000000104,0.0006900000000000794,0.0012000000000000899,0.0017485714285714168,-1.0
2020-01-14 00:00:00,1.1132,1.11412,1.11301,1.1136,0.0011099999999999444,0.0008399999999999519,0.00026999999999999247,0.0011099999999999444,0.0016671428571428512,-1.0
2020-01-14 04:00:00,1.1136,1.11378,1.11343,1.11359,0.0003500000000000725,0.000180000000000069,0.00017000000000000348,0.0003500000000000725,0.0016449999999999917,-1.0
2020-01-14 08:00:00,1.1136,1.11436,1.11294,1.11306,0.0014199999999999768,0.0007699999999999374,0.0006500000000000394,0.0014199999999999768,0.0016892857142857107,-1.0
2020-01-14 12:00:00,1.11304,1.11343,1.11037,1.11089,0.0030599999999998406,0.00036999999999998145,0.002689999999999859,0.0030599999999998406,0.0018549999999999875,0.0
2020-01-14 16:00:00,1.11089,1.11317,1.1103,1.11299,0.002869999999999928,0.0022800000000000598,0.0005899999999998684,0.002869999999999928,0.0019157142857142745,0.0
2020-01-14 20:00:00,1.11297,1.11336,1.11234,1.11261,0.0010199999999997988,0.00036999999999998145,0.0006499999999998174,0.0010199999999997988,0.0017871428571428444,1.0
2020-01-15 00:00:00,1.11257,1.11301,1.11239,1.11286,0.0006200000000000649,0.00039999999999995595,0.000220000000000109,0.0006200000000000649,0.0015228571428571433,1.0
2020-01-15 04:00:00,1.11285,1.11335,1.1126,1.1133,0.0007500000000000284,0.0004900000000001015,0.00025999999999992696,0.0007500000000000284,0.0015192857142857072,1.0
2020-01-15 08:00:00,1.11328,1.11359,1.11173,1.11273,0.0018599999999999728,0.0002900000000001235,0.0015699999999998493,0.0018599999999999728,0.0015821428571428495,1.0
2020-01-15 12:00:00,1.11272,1.11539,1.11239,1.11483,0.0030000000000001137,0.0026600000000001067,0.00034000000000000696,0.0030000000000001137,0.0017107142857142796,0.0
2020-01-15 16:00:00,1.11481,1.11629,1.11427,1.11571,0.0020199999999999108,0.0014600000000000168,0.0005599999999998939,0.0020199999999999108,0.001701428571428568,0.0
2020-01-15 20:00:00,1.1157,1.1159,1.11472,1.11488,0.0011799999999999589,0.00018999999999991246,0.0009900000000000464,0.0011799999999999589,0.0016728571428571268,0.0
2020-01-16 00:00:00,1.11487,1.11574,1.1148,1.11529,0.0009399999999999409,0.0008599999999998609,8.000000000008001e-05,0.0009399999999999409,0.001528571428571403,-1.0
2020-01-16 04:00:00,1.1153,1.11543,1.1149,1.11491,0.0005299999999999194,0.000140000000000029,0.00038999999999989043,0.0005299999999999194,0.001480714285714248,1.0
2020-01-16 08:00:00,1.1149,1.11632,1.11439,1.11528,0.0019299999999999873,0.0014099999999999113,0.000520000000000076,0.0019299999999999873,0.0015392857142856795,-1.0
2020-01-16 12:00:00,1.11529,1.11718,1.11496,1.1151,0.0022200000000001108,0.0019000000000000128,0.000320000000000098,0.0022200000000001108,0.001672857142857111,0.0
2020-01-16 16:00:00,1.11509,1.11598,1.1126800000000001,1.11336,0.0032999999999998586,0.0008799999999999919,0.0024199999999998667,0.0032999999999998586,0.0018071428571428167,0.0
2020-01-16 20:00:00,1.11336,1.11371,1.11308,1.11347,0.0006299999999999084,0.0003500000000000725,0.00027999999999983594,0.0006299999999999084,0.001633571428571393,-1.0
2020-01-17 00:00:00,1.11347,1.11383,1.11304,1.11359,0.0007900000000000684,0.000360000000000138,0.00042999999999993044,0.0007900000000000684,0.0014849999999999744,-1.0
2020-01-17 04:00:00,1.11358,1.11416,1.11298,1.11355,0.0011799999999999589,0.0005699999999999594,0.0006099999999999994,0.0011799999999999589,0.0014964285714285572,-1.0
2020-01-17 08:00:00,1.11353,1.11402,1.11237,1.11267,0.0016499999999999293,0.00046999999999997044,0.0011799999999999589,0.0016499999999999293,0.0015699999999999761,-1.0
2020-01-17 12:00:00,1.11266,1.11272,1.10966,1.10993,0.0030599999999998406,4.999999999988347e-05,0.003009999999999957,0.0030599999999998406,0.0017349999999999627,0.0
2020-01-17 16:00:00,1.10994,1.1105,1.10847,1.10898,0.0020299999999999763,0.0005699999999999594,0.0014600000000000168,0.0020299999999999763,0.0017471428571428202,0.0
2020-01-17 20:00:00,1.10897,1.10932,1.10865,1.10886,0.0006700000000001705,0.00034000000000000696,0.0003300000000001635,0.0006700000000001705,0.0015807142857142528,0.0
2020-01-20 00:00:00,1.10913,1.10972,1.10875,1.10949,0.0009700000000001374,0.0008600000000000829,0.0001100000000000545,0.0009700000000001374,0.0015057142857142689,0.0
2020-01-20 04:00:00,1.10948,1.10975,1.10925,1.10965,0.0004999999999999449,0.00025999999999992696,0.00024000000000001798,0.0004999999999999449,0.0014571428571428394,0.0
2020-01-20 08:00:00,1.10962,1.11011,1.10809,1.10883,0.0020199999999999108,0.00045999999999990493,0.0015600000000000058,0.0020199999999999108,0.0015342857142856944,0.0
2020-01-20 12:00:00,1.10881,1.10892,1.10791,1.10822,0.0010099999999999554,8.999999999992347e-05,0.0009200000000000319,0.0010099999999999554,0.0015685714285714112,0.0
2020-01-20 16:00:00,1.10821,1.10855,1.10751,1.10819,0.0010399999999999299,0.00032999999999994145,0.0007099999999999884,0.0010399999999999299,0.0015049999999999786,0.0
2020-01-20 20:00:00,1.1082,1.10965,1.1081,1.10932,0.0015499999999999403,0.0014600000000000168,8.999999999992347e-05,0.0015499999999999403,0.0014571428571428235,1.0
2020-01-21 00:00:00,1.10929,1.1096300000000001,1.10874,1.10892,0.0008900000000000574,0.00031000000000003247,0.0005800000000000249,0.0008900000000000574,0.0012849999999999806,1.0
2020-01-21 04:00:00,1.10892,1.1098,1.10892,1.10939,0.0008799999999999919,0.0008799999999999919,0.0,0.0008799999999999919,0.0013028571428571295,1.0
2020-01-21 08:00:00,1.1094,1.10961,1.10842,1.10893,0.0011900000000000244,0.00021999999999988695,0.0009700000000001374,0.0011900000000000244,0.0013314285714285548,1.0
2020-01-21 12:00:00,1.10893,1.11167,1.10887,1.11125,0.0027999999999999137,0.0027399999999999647,5.999999999994898e-05,0.0027999999999999137,0.0014471428571428374,-1.0
2020-01-21 16:00:00,1.11125,1.11126,1.10875,1.10905,0.0025100000000000122,9.999999999843467e-06,0.0025000000000001688,0.0025100000000000122,0.0015085714285714147,0.0
2020-01-21 20:00:00,1.10906,1.1094,1.10794,1.10805,0.0014600000000000168,0.00034999999999985043,0.0011100000000001664,0.0014600000000000168,0.001394285714285713,0.0
2020-01-22 00:00:00,1.10817,1.10855,1.10763,1.10805,0.0009200000000000319,0.0004999999999999449,0.00042000000000008697,0.0009200000000000319,0.0013150000000000026,0.0
2020-01-22 04:00:00,1.10804,1.10843,1.10759,1.10832,0.0008399999999999519,0.00038000000000004697,0.00045999999999990493,0.0008399999999999519,0.0013271428571428442,0.0
